"year","state_abbr","state","population","violent_crime","homicide","rape_legacy","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","income"
2012,"GA","Georgia",9915646,37675,583,2143,12502,22447,339473,86992,223875,28606,"48,121"
2012,"HI","Hawaii",1390090,3378,21,279,1125,1953,43419,7653,31901,3865,"56,263"
2012,"IA","Iowa",3075039,8167,49,901,962,6255,70357,17201,49116,4040,"53,442"
2012,"ID","Idaho",1595590,3348,30,495,243,2580,31825,7240,23203,1382,"47,922"
2012,"IL","Illinois",12868192,53556,770,3581,19480,29725,332706,71100,235314,26292,"51,738"
2012,"IN","Indiana",6537782,22544,307,1661,6601,13975,197994,47689,136668,13637,"46,158"
2012,"KS","Kansas",2885398,10292,85,1105,1493,7609,91066,18874,65413,6779,"50,003"
2012,"KY","Kentucky",4379730,9852,201,1312,3547,4792,112800,29877,76199,6724,"41,086"
2012,"LA","Louisiana",4602134,22839,489,1155,5458,15737,162673,42037,112764,7872,"39,085"
2012,"MA","Massachusetts",6645303,27047,121,1650,6555,18721,143325,34635,99453,9237,"63,656"
2012,"MD","Maryland",5884868,28086,373,1237,10173,16303,162309,33803,113550,14956,"71,836"
2012,"ME","Maine",1328501,1626,26,372,420,808,33398,7476,24931,991,"49,158"
2012,"MI","Michigan",9882519,44962,701,4635,10423,29203,249249,65560,158609,25080,"50,015"
2012,"MN","Minnesota",5379646,12419,99,1638,3475,7207,138152,25378,104316,8458,"61,795"
2012,"MO","Missouri",6024522,27189,390,1527,5782,19490,199813,42510,140971,16332,"49,764"
2012,"MS","Mississippi",2986450,7769,213,819,2277,4460,83933,28084,51520,4329,"36,641"
2012,"MT","Montana",1005494,2803,29,392,202,2180,26102,3920,20484,1698,"45,088"
2012,"NC","North Carolina",9748364,34464,479,1984,9392,22609,328594,99323,213151,16120,"41,553"
2012,"ND","North Dakota",701345,1723,25,279,127,1292,14297,2429,10687,1181,"55,766"
2012,"NE","Nebraska",1855350,4802,52,710,1128,2912,51203,8745,38301,4157,"52,196"
2012,"NH","New Hampshire",1321617,2841,15,486,471,1869,32074,5988,25024,1062,"67,819"
2012,"NJ","New Jersey",8867749,25727,388,1035,11385,12919,181481,42338,122662,16481,"66,692"
2012,"NM","New Mexico",2083540,11660,116,957,1847,8740,75094,21384,48247,5463,"43,424"
2012,"NV","Nevada",2754354,16763,124,931,4918,10790,77510,22120,45372,10018,"47,333"
2012,"NY","New York",19576125,79535,683,2837,28633,47382,375268,64389,293562,17317,"47,680"
2012,"OH","Ohio",11553031,34827,478,3813,15396,15140,370435,105312,245372,19751,"44,375"
2012,"OK","Oklahoma",3815780,18102,220,1622,3248,13012,130969,36094,83131,11744,"48,407"
2012,"OR","Oregon",3899801,9638,91,1159,2419,5969,126417,22051,94114,10252,"51,775"
2012,"PA","Pennsylvania",12764475,45384,707,3371,15735,25571,276562,57040,204409,15113,"51,904"
2012,"RI","Rhode Island",1050304,2657,26,292,715,1614,27039,5929,18478,2632,"56,065"
2012,"SC","South Carolina",4723417,26474,332,1712,4511,19919,181049,45222,122340,13487,"44,401"
2012,"SD","South Dakota",834047,2701,23,600,157,1921,17326,3280,12973,1073,"49,415"
2012,"TN","Tennessee",6454914,41213,400,2047,8151,30615,217925,56231,148731,12963,"42,995"
2012,"TX","Texas",26060796,106475,1148,7715,30385,67227,876459,205002,606425,65032,"51,926"
2012,"UT","Utah",2854871,5939,52,975,1105,3807,86284,13095,67157,6032,"58,341"
2012,"VA","Virginia",8186628,15676,322,1505,4718,9131,178434,29651,139654,9129,"64,632"
2012,"VT","Vermont",625953,891,8,131,114,638,15653,4179,11014,460,"55,582"
2012,"WA","Washington",6895318,20553,217,2250,5801,12285,254377,61376,166338,26663,"62,187"
2012,"WI","Wisconsin",5724554,16254,169,1228,4692,10165,140780,27931,104619,8230,"53,079"
2012,"WV","West Virginia",1856680,5943,70,415,835,4623,44500,11466,30800,2234,"43,553"
2012,"WY","Wyoming",576626,1161,14,154,61,932,13222,2125,10513,584,"57,512"
2013,"USA","United States",316497531,1168298,14319,82109,345093,726777,8651892,1932139,6019465,700288,"51,939"
2013,"AK","Alaska",737259,4709,34,657,623,3127,21211,2917,16599,1695,"61,137"
2013,"AL","Alabama",4833996,20834,346,1449,4645,13788,161835,42410,108862,10563,"41,381"
2013,"AR","Arkansas",2958765,13705,158,1135,2261,9796,106477,30369,70430,5678,"39,919"
2013,"AZ","Arizona",6634997,27576,355,2344,6656,17391,223294,48292,158036,16966,"50,602"
2013,"CA","California",38431393,154739,1746,7464,53640,89029,1018907,232058,621557,165292,"57,528"
2013,"CO","Colorado",5272086,16099,174,2198,3136,9826,139974,25075,102375,12524,"63,371"
2013,"CT","Connecticut",3599341,9439,91,647,3551,4906,71274,12934,52099,6241,"67,781"
2013,"DC","District of Columbia",649111,8415,103,297,4082,3835,31097,3316,24547,3234,"60,675"
2013,"DE","Delaware",925240,4633,41,278,1233,2960,29001,6299,21347,1355,"52,219"
2013,"FL","Florida",19600311,91993,972,4765,23200,61054,607170,138915,433344,34911,"47,886"
2013,"GA","Georgia",9994759,37519,563,2022,12704,21361,339808,83459,229190,27159,"47,439"
2013,"HI","Hawaii",1408987,3585,32,366,934,2111,45266,7777,32928,4561,"61,408"
2013,"IA","Iowa",3092341,8443,41,873,937,6332,67976,15918,47803,4255,"54,855"
2013,"ID","Idaho",1612843,3471,29,516,220,2548,30230,6693,21999,1538,"51,767"
2013,"IL","Illinois",12890552,51956,722,3895,17733,28161,296048,59093,216059,20896,"57,196"
2013,"IN","Indiana",6570713,23627,357,1623,7114,13915,187472,42754,130534,14184,"50,553"
2013,"KS","Kansas",2895801,9928,117,1003,1339,7177,85704,17476,61557,6671,"51,485"
2013,"KY","Kentucky",4399583,9280,172,951,3247,4215,104448,26331,72048,6069,"42,158"
2013,"LA","Louisiana",4629284,24127,494,1248,5539,16331,165679,41214,115300,9165,"39,622"
2013,"MA","Massachusetts",6708874,27264,138,1722,6705,18118,137274,30716,97437,9121,"62,963"
2013,"MD","Maryland",5938737,28235,384,1179,10048,16124,157918,31950,112551,13417,"65,262"
2013,"ME","Maine",1328702,1761,24,366,335,907,30454,6480,23063,911,"50,121"
2013,"MI","Michigan",9898193,44757,625,4506,10093,27254,230135,56256,149794,24085,"48,801"
2013,"MN","Minnesota",5422060,12710,114,1453,3674,6908,131193,22713,100514,7966,"60,907"
2013,"MO","Missouri",6044917,26216,369,1679,5486,18056,189655,38797,134514,16344,"50,311"
2013,"MS","Mississippi",2992206,8303,217,726,2413,4649,81548,24969,52192,4387,"40,850"
2013,"MT","Montana",1014864,2924,23,382,217,2217,26195,4122,20192,1881,"44,132"
2013,"NC","North Carolina",9848917,33587,463,1790,9275,21325,305631,90182,201043,14406,"41,208"
2013,"ND","North Dakota",723857,1979,16,288,161,1447,15356,2979,10942,1435,"52,888"
2013,"NE","Nebraska",1868969,4949,56,621,1035,3011,49197,8945,35791,4461,"53,774"
2013,"NH","New Hampshire",1322616,2952,21,522,645,1708,30409,5283,24188,938,"71,322"
2013,"NJ","New Jersey",8911502,25748,404,861,12084,12071,167634,35883,118005,13746,"61,782"
2013,"NM","New Mexico",2086895,12990,123,1135,1832,9470,78958,21828,51146,5984,"42,127"
2013,"NV","Nevada",2791494,16888,163,1090,5183,10060,79177,23047,46132,9998,"45,369"
2013,"NY","New York",19695680,77563,644,2575,27241,46130,358603,56444,286676,15483,"53,843"
2013,"OH","Ohio",11572005,33722,478,3594,14483,14370,338414,91090,227799,19525,"46,398"
2013,"OK","Oklahoma",3853118,17187,198,1715,3023,11652,126418,33512,81624,11282,"43,777"
2013,"OR","Oregon",3928068,9536,82,1000,2394,5596,125083,20808,94363,9912,"56,307"
2013,"PA","Pennsylvania",12781296,42825,611,2728,14739,23680,263176,52000,197410,13766,"53,952"
2013,"RI","Rhode Island",1053354,2710,31,333,683,1547,25741,5621,17881,2239,"57,812"
2013,"SC","South Carolina",4771929,24263,305,1739,3965,17760,173261,40930,119730,12601,"43,749"
2013,"SD","South Dakota",845510,2733,18,454,156,2052,16274,3383,11955,936,"54,453"
2013,"TN","Tennessee",6497269,38063,335,1904,7333,27895,207683,51334,144443,11906,"42,499"
2013,"TX","Texas",26505637,108757,1140,7610,31810,65351,862289,191062,605440,65787,"53,027"
2013,"UT","Utah",2902787,6644,51,926,1247,3824,88334,13727,67115,7492,"62,967"
2013,"VA","Virginia",8270345,16355,320,1476,4574,9111,171558,26717,136215,8626,"67,620"
2013,"VT","Vermont",626855,775,10,113,75,554,13882,3352,10193,337,"54,842"
2013,"WA","Washington",6973742,20223,167,2072,5829,11623,259139,58487,172227,28425,"60,106"
2013,"WI","Wisconsin",5742953,16118,163,1308,4834,9285,125694,24358,93946,7390,"55,258"
2013,"WV","West Virginia",1853595,5657,62,367,653,4242,39929,9908,28055,1966,"40,241"
2013,"WY","Wyoming",583223,1212,17,144,74,917,12809,1956,10275,578,"55,700"
2014,"USA","United States",318907401,1153022,14164,84864,322905,731089,8209010,1713153,5809054,686803,"53,657"
2014,"AK","Alaska",737046,4684,41,553,629,3243,20334,3150,15445,1739,"67,629"
2014,"AL","Alabama",4846411,20727,276,1425,4702,13744,154087,39723,104223,10141,"42,278"
2014,"AR","Arkansas",2966835,14248,175,1291,2037,10220,99452,24816,69001,5635,"44,922"
2014,"AZ","Arizona",6728783,26422,311,2356,6225,16614,213406,43412,152683,17311,"49,254"
2014,"CA","California",38792291,153763,1700,8389,48681,91804,947193,202669,592673,151851,"60,487"
2014,"CO","Colorado",5355588,16487,150,2236,3037,10211,135789,23502,99688,12599,"60,940"
2014,"CT","Connecticut",3594762,8575,89,579,3172,4520,69326,12017,51195,6114,"70,161"
2014,"DC","District of Columbia",659836,8199,105,349,3497,4125,34147,3466,26898,3783,"68,277"
2014,"DE","Delaware",935968,4568,50,274,1271,2857,27915,5765,20885,1265,"57,522"
2014,"FL","Florida",19905569,91345,982,5038,21621,61610,583774,121379,426197,36198,"46,140"
2014,"GA","Georgia",10097132,38955,607,2209,12786,22415,339146,78029,233359,27758,"49,555"
2014,"HI","Hawaii",1420257,3362,20,388,952,1842,46022,7470,33003,5549,"71,223"
2014,"IA","Iowa",3109481,8484,60,829,1047,6227,65100,14363,46594,4143,"57,810"
2014,"ID","Idaho",1634806,3439,32,463,203,2559,30440,6466,22297,1677,"53,438"
2014,"IL","Illinois",12882189,47775,690,3182,15271,27485,269647,50759,201003,17885,"54,916"
2014,"IN","Indiana",6597880,24105,333,1608,6894,14681,174909,36909,124144,13856,"48,060"
2014,"KS","Kansas",2902507,10235,92,1066,1361,7299,80029,15921,57169,6939,"53,444"
2014,"KY","Kentucky",4412617,9495,164,1098,3343,4432,99909,23426,70108,6375,"42,786"
2014,"LA","Louisiana",4648990,23983,476,981,5725,16400,161192,38541,113251,9400,"42,406"
2014,"MA","Massachusetts",6755124,26689,133,1625,6077,18277,125481,24951,92226,8304,"63,151"
2014,"MD","Maryland",5975346,26767,362,1144,9565,15208,150390,28134,109140,13116,"76,165"
2014,"ME","Maine",1330256,1698,21,346,304,889,26427,5035,20591,801,"51,710"
2014,"MI","Michigan",9916306,42555,544,4500,8037,27610,202692,44328,137142,21222,"52,005"
2014,"MN","Minnesota",5457125,12505,88,1448,3687,6729,125377,20773,96237,8367,"67,244"
2014,"MO","Missouri",6063827,26882,404,1728,5592,18483,176436,35293,124769,16374,"56,630"
2014,"MS","Mississippi",2993443,8331,259,768,2405,4585,86887,23898,58515,4474,"35,521"
2014,"MT","Montana",1023252,3361,38,396,202,2563,25525,3639,19826,2060,"51,102"
2014,"NC","North Carolina",9940387,32718,498,1738,8411,21377,285498,79266,192609,13623,"46,784"
2014,"ND","North Dakota",740040,2001,23,275,175,1421,15857,2751,11559,1547,"60,730"
2014,"NE","Nebraska",1882980,5201,53,645,1044,3226,47526,7936,35063,4527,"56,870"
2014,"NH","New Hampshire",1327996,2625,16,438,544,1469,26098,4191,21051,856,"73,397"
2014,"NJ","New Jersey",8938844,23319,352,953,10499,11188,154945,31707,111534,11704,"65,243"
2014,"NM","New Mexico",2085567,12465,101,1070,2086,8797,73877,18505,49082,6290,"46,686"
2014,"NV","Nevada",2838281,18043,170,987,5954,10562,74574,21924,42466,10184,"49,875"
2014,"NY","New York",19748858,75972,616,4316,24036,45295,339113,50738,272624,15751,"54,310"
2014,"OH","Ohio",11596998,33130,464,3825,12780,14658,322517,79466,224942,18109,"49,644"
2014,"OK","Oklahoma",3879610,16052,180,1361,3073,10937,117445,29963,76719,10763,"47,199"
2014,"OR","Oregon",3971202,10294,84,1165,2270,6320,123142,18690,94177,10275,"58,875"
2014,"PA","Pennsylvania",12793767,40298,610,2785,13545,22304,246982,45718,188211,13053,"55,173"
2014,"RI","Rhode Island",1054907,2320,26,264,530,1398,22982,4830,16317,1835,"58,633"
2014,"SC","South Carolina",4829160,24038,322,1522,4018,17513,168281,37163,118173,12945,"44,929"
2014,"SD","South Dakota",853304,2801,23,336,199,2101,16036,2817,12209,1010,"53,053"
2014,"TN","Tennessee",6547779,39989,369,1870,7268,29757,200911,46798,141464,12649,"43,716"
2014,"TX","Texas",26979078,109711,1192,8400,31021,65862,813515,168085,577018,68412,"53,875"
2014,"UT","Utah",2944498,6464,66,1114,1313,3538,85473,11656,66487,7330,"63,383"
2014,"VA","Virginia",8328098,16522,350,1687,4294,9462,161934,23210,131001,7723,"66,155"
2014,"VT","Vermont",626767,643,10,85,72,444,9721,2092,7375,254,"60,708"
2014,"WA","Washington",7063166,20185,178,1999,5641,11586,261257,55381,175317,30559,"59,068"
2014,"WI","Wisconsin",5759432,16763,159,1216,5101,9826,120535,21375,89255,9905,"58,080"
2014,"WV","West Virginia",1848751,5850,84,417,655,4517,38282,9368,26954,1960,"39,552"
2014,"WY","Wyoming",584304,1142,16,127,53,899,11477,1689,9185,603,"55,690"
2015,"USA","United States",320896618,1199310,15883,91261,328109,764057,8024115,1587564,5723488,713063,"56,516"
2015,"AK","Alaska",737709,5391,59,648,761,3671,20806,3511,15249,2046,"75,112"
2015,"AL","Alabama",4853875,22957,348,1449,4612,15960,144785,35265,99182,10338,"44,509"
2015,"AR","Arkansas",2977853,15769,189,1425,2117,11455,97391,22851,68720,5820,"42,798"
2015,"AZ","Arizona",6817565,27968,306,2268,6360,18193,207184,38010,152388,16786,"52,248"
2015,"CA","California",38993940,166883,1861,9341,52862,99349,1024914,197404,656517,170993,"63,636"
2015,"CO","Colorado",5448819,17348,173,2422,3315,10532,144044,23490,104532,16022,"66,596"
2015,"CT","Connecticut",3584730,7938,116,585,2925,4099,65610,10286,48898,6426,"72,889"
2015,"DC","District of Columbia",670377,8538,162,365,3746,4136,31444,2971,25208,3265,"70,071"
2015,"DE","Delaware",944076,4760,62,257,1240,3097,25545,4797,19555,1193,"57,756"
2015,"FL","Florida",20244914,93625,1041,5396,21137,63895,570270,109268,420341,40661,"48,825"
2015,"GA","Georgia",10199398,38891,622,2343,12545,22467,316013,68149,220715,27149,"50,768"
2015,"HI","Hawaii",1431603,4201,19,382,1085,1878,45389,6810,33140,5439,"64,514"
2015,"IA","Iowa",3121997,8619,73,877,1050,6291,64688,14977,45328,4383,"60,855"
2015,"ID","Idaho",1652828,3593,32,508,191,2667,28912,6124,20916,1872,"51,624"
2015,"IL","Illinois",12839047,49755,754,3602,15056,29019,256962,46846,192424,17692,"60,413"
2015,"IN","Indiana",6612768,25373,370,1757,7081,15536,171878,34404,123940,13534,"51,983"
2015,"KS","Kansas",2906721,11483,126,1226,1823,7850,80059,15619,57435,7005,"54,865"
2015,"KY","Kentucky",4424611,9887,219,1165,3314,4710,97545,22526,67143,7876,"42,387"
2015,"LA","Louisiana",4668960,25202,492,1246,5561,17416,157708,35457,112520,9731,"45,922"
2015,"MA","Massachusetts",6784240,26453,131,1538,5266,18974,114547,21826,84676,8045,"67,861"
2015,"MD","Maryland",5994983,28185,538,1209,10111,15819,142547,26432,102701,13414,"73,594"
2015,"ME","Maine",1329453,1726,23,337,311,931,24361,4694,18853,814,"50,756"
2015,"MI","Michigan",9917715,41712,585,4782,7818,26599,191191,40375,132019,18797,"54,203"
2015,"MN","Minnesota",5482435,13319,133,1679,3771,7094,121984,19299,94704,7981,"68,730"
2015,"MO","Missouri",6076204,30292,503,1858,6383,20833,173788,34029,122749,17010,"59,196"
2015,"MS","Mississippi",2989390,8190,253,851,2312,4467,85785,25068,56446,4271,"40,037"
2015,"MT","Montana",1032073,3647,38,405,210,2827,27276,3887,20966,2423,"51,395"
2015,"NC","North Carolina",10035186,34734,517,1886,8821,22805,275915,74760,187732,13423,"50,797"
2015,"ND","North Dakota",756835,1949,21,285,159,1378,17716,3296,12686,1734,"57,415"
2015,"NE","Nebraska",1893765,5167,62,648,994,3226,42597,6443,32148,4006,"60,474"
2015,"NH","New Hampshire",1330111,2692,15,468,475,1558,23453,3482,19076,895,"75,675"
2015,"NJ","New Jersey",8935421,22879,363,1019,9729,11414,145701,27960,105963,11778,"68,357"
2015,"NM","New Mexico",2080328,13672,117,1218,2485,9407,77212,17084,51485,8643,"45,119"
2015,"NV","Nevada",2883758,20118,178,1232,6287,11965,77137,22360,43426,11351,"52,008"
2015,"NY","New York",19747183,75126,613,4414,23879,44493,317225,44117,257837,15271,"58,005"
2015,"OH","Ohio",11605090,34373,522,3990,12617,15793,303743,69994,216354,17395,"53,301"
2015,"OK","Oklahoma",3907414,16746,240,1418,3018,11535,114055,28783,74678,10594,"47,077"
2015,"OR","Oregon",4024634,10680,110,1193,2163,6757,119752,18541,90514,10697,"60,834"
2015,"PA","Pennsylvania",12791904,40348,665,3105,12965,22419,231941,39573,180236,12132,"60,389"
2015,"RI","Rhode Island",1055607,2565,31,342,547,1520,20038,3938,14714,1386,"55,701"
2015,"SC","South Carolina",4894834,24448,407,1717,3950,17652,162830,34942,114778,13110,"46,360"
2015,"SD","South Dakota",857919,3302,33,367,215,2554,16739,2969,12576,1194,"55,065"
2015,"TN","Tennessee",6595056,40816,418,2032,7499,30098,196047,43753,139259,13035,"47,330"
2015,"TX","Texas",27429639,113193,1317,8941,31924,67629,779234,153067,558653,67514,"56,473"
2015,"UT","Utah",2990632,7138,57,1247,1329,4048,89797,12606,68464,8727,"66,258"
2015,"VA","Virginia",8367587,16705,390,1767,4459,9357,157803,21542,128064,8197,"61,486"
2015,"VT","Vermont",626088,747,10,104,105,482,9064,2034,6834,196,"59,494"
2015,"WA","Washington",7160290,20505,218,2006,5450,12059,249474,51114,171393,26967,"67,243"
2015,"WI","Wisconsin",5767891,17549,240,1324,5234,10270,114171,19602,83572,10997,"55,425"
2015,"WV","West Virginia",1841053,6397,85,493,783,4819,38694,9467,26984,2243,"42,824"
2015,"WY","Wyoming",586555,1300,16,124,59,1054,11151,1762,8797,592,"60,925"
2016,"USA","United States",323405935,1285606,17413,96970,332797,802982,7928530,1516405,5644835,767290,"59,039"
2016,"AK","Alaska",741522,5966,52,754,850,4011,24876,4053,17766,3057,"75,723"
2016,"AL","Alabama",4860545,25878,407,1380,4687,18869,143259,34045,97498,11716,"47,221"
2016,"AR","Arkansas",2988231,16563,217,1600,2125,12007,98092,23814,67091,7187,"45,907"
2016,"AZ","Arizona",6908642,32542,389,2461,7045,21804,207317,38216,150618,18483,"57,100"
2016,"CA","California",39296476,174796,1930,10132,54789,104375,1002070,188304,637010,176756,"66,637"
2016,"CO","Colorado",5530105,19030,189,2680,3525,11681,152146,23825,108680,19641,"70,566"
2016,"CT","Connecticut",3587685,8169,79,580,2711,4588,64875,10107,47642,7126,"75,923"
2016,"DC","District of Columbia",684336,8236,136,400,3500,4067,32377,2361,27089,2927,"70,982"
2016,"DE","Delaware",952698,4859,58,224,1359,3131,26370,5028,19812,1530,"58,046"
2016,"FL","Florida",20656589,88700,1111,5527,20175,59816,553812,100325,410352,43135,"51,176"
2016,"GA","Georgia",10313620,40268,682,2436,12114,24091,307305,62715,218127,26463,"53,527"
2016,"HI","Hawaii",1428683,3452,35,432,985,1831,42353,5983,30871,5499,"72,133"
2016,"IA","Iowa",3130869,9170,73,941,1150,6669,65888,15306,45580,5002,"59,094"
2016,"ID","Idaho",1680026,3876,49,529,213,2895,29357,6318,20962,2077,"56,564"
2016,"IL","Illinois",12835726,56054,1061,3713,17829,32161,263256,48193,195196,19867,"61,386"
2016,"IN","Indiana",6634007,26516,431,1813,7291,16345,168460,33567,120454,14439,"56,094"
2016,"KS","Kansas",2907731,11665,132,1193,1757,8158,82293,14759,60119,7415,"56,810"
2016,"KY","Kentucky",4436113,10452,265,1242,3371,5068,97713,20932,66833,9948,"45,369"
2016,"LA","Louisiana",4686157,26477,555,1329,5575,18528,154511,34689,109492,10330,"42,196"
2016,"MA","Massachusetts",6823721,25975,135,1601,5365,18334,106430,19204,79155,8071,"72,266"
2016,"MD","Maryland",6024752,29019,536,1317,10815,15841,139716,24832,100995,13889,"73,760"
2016,"ME","Maine",1330232,1649,20,301,268,948,21908,4001,17131,776,"50,856"
2016,"MI","Michigan",9933445,45782,612,5217,7123,30779,190249,39738,130249,20262,"57,091"
2016,"MN","Minnesota",5525050,13365,101,1732,3730,7185,117723,18582,90421,8720,"70,218"
2016,"MO","Missouri",6091176,31720,538,1884,6576,22049,170661,31716,120649,18296,"55,016"
2016,"MS","Mississippi",2985415,8411,237,910,2433,4459,82521,23489,54725,4307,"41,099"
2016,"MT","Montana",1038656,3886,37,427,268,2983,28156,3966,21427,2763,"57,075"
2016,"NC","North Carolina",10156689,37767,678,2086,9336,24906,277765,72082,190377,15306,"53,764"
2016,"ND","North Dakota",755548,1905,16,268,181,1352,17451,3248,12249,1954,"60,184"
2016,"NE","Nebraska",1907603,5661,49,813,946,3558,43197,6459,32009,4729,"59,374"
2016,"NH","New Hampshire",1335015,2668,19,443,431,1609,20323,2989,16454,880,"76,260"
2016,"NJ","New Jersey",8978416,21861,378,1088,8940,11089,138012,25229,101459,11324,"68,468"
2016,"NM","New Mexico",2085432,14585,139,1117,2737,10182,81930,17280,52907,11743,"48,451"
2016,"NV","Nevada",2939254,19924,228,1284,6338,11629,75922,18816,43949,13157,"55,431"
2016,"NY","New York",19836286,74315,629,4584,22310,45095,305224,39850,250990,14384,"61,437"
2016,"OH","Ohio",11622554,35759,683,4255,12574,16748,300945,67081,214102,19762,"53,985"
2016,"OK","Oklahoma",3921207,17855,247,1543,3174,12334,118010,29376,76358,12276,"50,943"
2016,"OR","Oregon",4085989,10983,116,1306,2307,6776,121716,16919,91507,13290,"59,135"
2016,"PA","Pennsylvania",12787085,40389,674,3250,12314,22942,222394,35178,174147,13069,"60,979"
2016,"RI","Rhode Island",1057566,2529,29,330,541,1514,18910,3650,14157,1103,"61,528"
2016,"SC","South Carolina",4959822,25137,358,1786,4071,18217,161534,33149,114455,13930,"54,336"
2016,"SD","South Dakota",861542,3636,28,386,274,2808,17207,3002,12705,1500,"57,450"
2016,"TN","Tennessee",6649404,42459,495,2056,7829,31332,191199,40607,135353,15239,"51,344"
2016,"TX","Texas",27904862,121064,1478,9905,33298,72842,769892,148796,552106,68990,"58,146"
2016,"UT","Utah",3044321,7406,74,1146,1528,4244,90561,12938,68261,9362,"67,481"
2016,"VA","Virginia",8414380,18495,482,2032,4826,10357,157292,20159,127285,9848,"66,451"
2016,"VT","Vermont",623354,851,14,120,78,589,9705,1884,7637,184,"60,837"
2016,"WA","Washington",7280934,22101,195,2302,5649,13124,254994,49249,173423,32322,"70,310"
2016,"WI","Wisconsin",5772917,17716,232,1475,4707,10772,111911,19498,82455,9958,"59,817"
2016,"WV","West Virginia",1828637,6633,85,488,720,5144,37282,9127,25657,2498,"44,354"
2016,"WY","Wyoming",584910,1431,20,152,59,1146,11460,1771,8889,800,"57,829"
2017,"AK","Alaska",739786,6338,62,NA,952,4250,26203,4167,17782,4254,"72,231"
2017,"AL","Alabama",4875120,25469,419,NA,4233,18816,143774,31270,99707,12797,"51,113"
2017,"AR","Arkansas",3002997,16996,249,NA,1998,12609,94419,22369,64795,7255,"48,829"
2017,"AZ","Arizona",7048876,35647,422,NA,7440,24163,204999,37722,148251,19026,"61,125"
2017,"CA","California",39399349,178597,1830,NA,56625,105418,987063,176679,642019,168365,"69,759"
2017,"CO","Colorado",5615902,20901,222,NA,3868,12790,152032,22618,107470,21944,"74,172"
2017,"CT","Connecticut",3573880,8190,105,NA,2813,4422,63646,8906,47418,7322,"72,780"
2017,"DC","District of Columbia",695691,6976,116,NA,2625,3791,29736,1809,25340,2587,"83,382"
2017,"DE","Delaware",957078,4377,51,NA,1082,2893,23430,3960,18108,1362,"62,318"
2017,"FL","Florida",20976812,85606,1057,NA,18597,58016,527125,88835,395375,42915,"53,681"
2017,"GA","Georgia",10413055,37118,681,NA,9844,23947,297651,55363,216252,26036,"57,016"
2017,"HI","Hawaii",1424203,3577,39,NA,1077,1894,40392,5549,29574,5269,"73,575"
2017,"IA","Iowa",3143637,9038,98,NA,1269,6366,65652,14711,45441,5500,"63,481"
2017,"ID","Idaho",1718904,4111,42,NA,222,3092,28557,5837,20570,2150,"60,208"
2017,"IL","Illinois",12786196,55777,983,NA,17731,31639,255108,43355,190860,20893,"64,609"
2017,"IN","Indiana",6660082,26307,413,NA,7035,16247,158932,29799,114395,14738,"58,873"
2017,"KS","Kansas",2910689,11654,134,NA,1633,8383,79387,13102,58891,7394,"57,872"
2017,"KY","Kentucky",4453874,10292,265,NA,2967,5243,95899,20535,65006,10358,"51,348"
2017,"LA","Louisiana",4670818,25986,576,NA,5385,18175,157272,34135,112042,11095,"43,903"
2017,"MA","Massachusetts",6863246,24318,172,NA,4874,17073,97977,16916,73573,7488,"73,227"
2017,"MD","Maryland",6024891,30321,558,NA,11189,16862,134705,23526,97657,13522,"81,084"
2017,"ME","Maine",1335063,1610,23,NA,249,868,20142,3337,16012,793,"51,664"
2017,"MI","Michigan",9976447,44883,569,NA,6508,30696,179839,35833,124410,19596,"57,700"
2017,"MN","Minnesota",5568155,13345,114,NA,3627,7199,122430,18828,93602,10000,"71,920"
2017,"MO","Missouri",6108612,32450,599,NA,6362,22752,173380,30086,123356,19938,"56,885"
2017,"MS","Mississippi",2989663,7661,190,NA,2492,4321,82764,22449,55968,4347,"43,441"
2017,"MT","Montana",1053090,3937,41,NA,234,3023,27294,3623,21073,2598,"59,087"
2017,"NC","North Carolina",10270800,38043,622,NA,9884,25593,265483,65247,184119,16117,"50,343"
2017,"ND","North Dakota",755176,2133,10,NA,183,1534,16653,2947,11944,1762,"59,886"
2017,"NE","Nebraska",1917575,5979,42,NA,1020,3726,43856,6513,32064,5279,"59,619"
2017,"NH","New Hampshire",1349767,2642,13,NA,441,1569,18550,2554,15087,909,"74,801"
2017,"NJ","New Jersey",8888543,20604,324,NA,7895,10880,140086,23891,104025,12170,"72,997"
2017,"NM","New Mexico",2093395,16300,144,NA,3732,11180,81865,17872,52284,11709,"47,855"
2017,"NV","Nevada",2972405,16663,266,NA,4841,9660,78320,20049,45459,12812,"56,550"
2017,"NY","New York",19590719,70746,550,NA,20122,43777,293390,34928,245093,13369,"62,447"
2017,"OH","Ohio",11664129,34621,741,NA,11224,16823,280557,57521,202320,20716,"59,768"
2017,"OK","Oklahoma",3932640,17989,243,NA,3007,12519,113611,28749,72546,12316,"55,006"
2017,"OR","Oregon",4146592,11629,105,NA,2474,7058,122524,17415,88091,17018,"64,610"
2017,"PA","Pennsylvania",12790447,40030,742,NA,11777,23295,210316,31925,165434,12957,"63,173"
2017,"RI","Rhode Island",1056486,2474,21,NA,474,1525,18585,3219,13882,1484,"66,390"
2017,"SC","South Carolina",5021219,25412,380,NA,3884,18572,160368,31165,114931,14272,"54,971"
2017,"SD","South Dakota",873286,3753,27,NA,264,2887,16588,2835,12285,1468,"56,894"
